Date,AMD,NFLX,CVX,EA,LMT,PFE,HCA,MT,WMT,NKE,V,JNJ,SE,GE,RYCEY
2013-01-02,2.5299999713897705,13.144286155700684,110.38999938964844,14.550000190734863,93.2699966430664,24.582542419433594,31.299999237060547,53.54999923706055,69.23999786376953,25.920000076293945,38.845001220703125,70.83999633789062,,128.14508056640625,14.892000198364258
2013-01-03,2.490000009536743,13.79857063293457,109.91999816894531,14.739999771118164,93.55000305175781,24.525617599487305,31.649999618530273,52.650001525878906,68.80000305175781,26.184999465942383,38.875,70.73999786376953,,126.70389556884766,14.670000076293945
2013-01-04,2.5899999141693115,13.71142864227295,110.5,14.880000114440918,93.9000015258789,24.629980087280273,31.940000534057617,53.310001373291016,69.05999755859375,26.440000534057617,39.192501068115234,71.55000305175781,,127.30438995361328,14.741999626159668
2013-01-07,2.6700000762939453,14.171428680419922,109.75,14.449999809265137,94.22000122070312,24.648956298828125,32.31999969482422,52.95000076293945,68.4000015258789,26.479999542236328,39.47249984741211,71.4000015258789,,126.88404846191406,14.527999877929688
2013-01-08,2.6700000762939453,13.880000114440918,109.26000213623047,13.770000457763672,92.95999908447266,24.686906814575195,31.700000762939453,52.59000015258789,68.58999633789062,26.200000762939453,39.84000015258789,71.41000366210938,,125.50291442871094,14.390000343322754
2013-01-09,2.630000114440918,13.70142936706543,109.54000091552734,13.699999809265137,93.98999786376953,25.11385154724121,33.04999923706055,50.4900016784668,68.56999969482422,26.225000381469727,40.4474983215332,71.7300033569336,,125.80316162109375,14.289999961853027
2013-01-10,2.619999885559082,14.0,110.47000122070312,14.0,94.11000061035156,25.388994216918945,33.16999816894531,52.560001373291016,68.36000061035156,26.274999618530273,40.127498626708984,72.19000244140625,,127.1242446899414,14.380000114440918
2013-01-11,2.6700000762939453,14.470000267028809,111.7300033569336,14.239999771118164,93.70999908447266,25.16128921508789,33.20000076293945,51.869998931884766,68.62999725341797,26.549999237060547,40.290000915527344,72.3499984741211,,126.88404846191406,14.34000015258789
2013-01-14,2.640000104904175,14.778571128845215,112.8499984741211,14.430000305175781,93.91000366210938,25.370019912719727,33.849998474121094,50.939998626708984,68.30000305175781,26.594999313354492,40.162498474121094,72.55999755859375,,126.8239974975586,14.402000427246094
2013-01-15,2.680000066757202,14.527142524719238,113.44000244140625,14.609999656677246,94.0199966430664,25.256166458129883,34.9900016784668,51.45000076293945,68.9800033569336,26.81999969482422,40.11249923706055,72.37000274658203,,127.30438995361328,14.461999893188477
2013-01-16,2.7200000286102295,13.925713539123535,113.97000122070312,14.600000381469727,93.55000305175781,25.246679306030273,35.18000030517578,50.7599983215332,69.20999908447266,26.864999771118164,40.04999923706055,72.58000183105469,,126.8239974975586,14.579999923706055
2013-01-17,2.740000009536743,13.95714282989502,114.73999786376953,14.510000228881836,94.75,25.455408096313477,36.540000915527344,51.75,68.8499984741211,26.739999771118164,39.970001220703125,72.9000015258789,,127.9048843383789,14.699999809265137
2013-01-18,2.4600000381469727,14.167142868041992,115.23999786376953,14.460000038146973,93.97000122070312,25.180265426635742,36.95000076293945,52.7400016784668,69.19999694824219,26.645000457763672,39.567501068115234,73.2300033569336,,132.34852600097656,14.670000076293945
2013-01-22,2.450000047683716,13.972857475280762,115.91000366210938,14.430000305175781,95.33000183105469,25.313093185424805,38.0,53.849998474121094,69.58000183105469,26.739999771118164,39.76250076293945,72.69000244140625,,132.1683807373047,14.720000267028809
2013-01-23,2.7300000190734863,14.751428604125977,115.01000213623047,14.050000190734863,96.06999969482422,25.284629821777344,37.560001373291016,53.63999938964844,69.48999786376953,26.545000076293945,39.76250076293945,72.8499984741211,,131.74803161621094,14.708000183105469
2013-01-24,2.7899999618530273,20.979999542236328,115.5,14.260000228881836,93.25,25.474382400512695,37.72999954223633,52.349998474121094,69.79000091552734,26.93000030517578,39.88999938964844,73.0999984741211,,132.4085693359375,14.680000305175781
2013-01-25,2.8499999046325684,24.222856521606445,116.19999694824219,14.770000457763672,92.38999938964844,25.616697311401367,37.7400016784668,53.25,69.0,27.774999618530273,39.959999084472656,73.91999816894531,,133.84976196289062,14.911999702453613
2013-01-28,2.819999933242798,23.158571243286133,116.04000091552734,15.039999961853027,89.31999969482422,25.464895248413086,37.380001068115234,52.380001068115234,69.3499984741211,27.25,39.087501525878906,73.62000274658203,,135.1107940673828,14.829999923706055
2013-01-29,2.740000009536743,24.15999984741211,117.20999908447266,14.949999809265137,89.8499984741211,26.280834197998047,36.65999984741211,53.0099983215332,69.88999938964844,26.959999084472656,39.165000915527344,74.41000366210938,,135.1107940673828,14.960000038146973
2013-01-30,2.6500000953674316,23.957143783569336,116.44999694824219,15.079999923706055,88.20999908447266,26.100568771362305,38.06999969482422,51.84000015258789,69.75,26.80500030517578,38.752498626708984,74.08999633789062,,133.4894561767578,14.855999946594238
2013-01-31,2.5999999046325684,23.605714797973633,115.1500015258789,15.729999542236328,86.87000274658203,25.882352828979492,37.650001525878906,51.47999954223633,69.94999694824219,27.024999618530273,39.477500915527344,73.91999816894531,,133.78970336914062,14.991999626159668
2013-02-01,2.5999999046325684,23.542856216430664,116.5,16.190000534057617,87.22000122070312,26.214420318603516,38.220001220703125,52.40999984741211,70.48999786376953,26.850000381469727,39.63999938964844,74.18000030517578,,135.8313751220703,15.288000106811523
2013-02-04,2.5199999809265137,24.96285629272461,115.19999694824219,16.0,86.69999694824219,25.77798843383789,37.61000061035156,50.040000915527344,69.62999725341797,26.829999923706055,39.162498474121094,74.11000061035156,,133.9698486328125,15.36400032043457
2013-02-05,2.5999999046325684,24.912857055664062,115.80999755859375,16.889999389648438,87.01000213623047,26.100568771362305,37.5099983215332,50.66999816894531,70.7699966430664,26.94499969482422,39.88249969482422,74.66000366210938,,135.35098266601562,15.3100004196167
2013-02-06,2.5999999046325684,26.34428596496582,115.91000366210938,16.8799991607666,87.5999984741211,25.920303344726562,37.18000030517578,50.81999969482422,71.30999755859375,27.079999923706055,40.20500183105469,75.38999938964844,,134.75048828125,15.270000457763672
2013-02-07,2.569999933242798,25.994285583496094,115.0199966430664,16.8700008392334,87.44000244140625,25.57874870300293,37.06999969482422,49.2599983215332,71.2300033569336,27.34000015258789,39.26499938964844,75.05999755859375,,134.99069213867188,15.34000015258789
2013-02-08,2.5899999141693115,25.85285758972168,115.63999938964844,17.3700008392334,88.01000213623047,25.502845764160156,37.220001220703125,49.20000076293945,71.4800033569336,27.295000076293945,39.45000076293945,75.4800033569336,,135.1107940673828,15.381999969482422
2013-02-11,2.6700000762939453,25.412857055664062,115.63999938964844,17.40999984741211,87.52999877929688,25.74952507019043,36.65999984741211,48.9900016784668,71.4000015258789,27.610000610351562,39.08250045776367,75.41000366210938,,134.810546875,15.156000137329102
2013-02-12,2.7699999809265137,25.421428680419922,116.5,17.540000915527344,87.26000213623047,25.607210159301758,36.45000076293945,49.560001373291016,71.4000015258789,27.545000076293945,39.20000076293945,75.80000305175781,,135.5911865234375,15.180000305175781
2013-02-13,2.75,26.610000610351562,115.52999877929688,17.170000076293945,87.05999755859375,25.616697311401367,36.88999938964844,49.86000061035156,71.38999938964844,27.280000686645508,38.692501068115234,75.66000366210938,,140.45516967773438,15.319999694824219
2013-02-14,2.75,26.77142906188965,115.70999908447266,17.149999618530273,87.08000183105469,25.67362403869629,36.83000183105469,49.439998626708984,70.81999969482422,27.309999465942383,38.994998931884766,75.80999755859375,,140.5752716064453,15.807999610900879
2013-02-15,2.7100000381469727,27.072856903076172,114.95999908447266,16.969999313354492,87.87000274658203,25.891841888427734,36.279998779296875,48.5099983215332,69.30000305175781,27.475000381469727,39.497501373291016,76.16000366210938,,139.85467529296875,15.640000343322754
2013-02-19,2.819999933242798,28.064285278320312,115.91999816894531,17.59000015258789,88.2300033569336,26.29032325744629,36.40999984741211,49.470001220703125,68.76000213623047,27.235000610351562,39.40250015258789,76.95999908447266,,142.616943359375,16.02400016784668
2013-02-20,2.700000047683716,26.731428146362305,114.98999786376953,17.479999542236328,87.7300033569336,26.157495498657227,35.40999984741211,47.040000915527344,69.20999908447266,27.010000228881836,38.85499954223633,76.6500015258789,,140.5752716064453,16.195999145507812
2013-02-21,2.5999999046325684,26.735713958740234,114.98999786376953,17.639999389648438,87.55999755859375,26.005693435668945,35.790000915527344,45.45000076293945,70.26000213623047,27.270000457763672,39.36000061035156,76.87000274658203,,139.67453002929688,15.687999725341797
2013-02-22,2.609999895095825,25.694286346435547,115.95999908447266,17.809999465942383,88.12000274658203,25.977230072021484,35.7599983215332,45.779998779296875,70.4000015258789,27.235000610351562,39.85749816894531,76.25,,140.45516967773438,15.843999862670898
2013-02-25,2.5299999713897705,25.617143630981445,113.54000091552734,17.700000762939453,87.87999725341797,25.464895248413086,35.209999084472656,44.61000061035156,70.44000244140625,27.020000457763672,38.97249984741211,75.56999969482422,,136.97232055664062,15.399999618530273
2013-02-26,2.4600000381469727,26.29857063293457,114.95999908447266,17.690000534057617,87.30000305175781,25.645160675048828,35.63999938964844,44.7599983215332,71.11000061035156,27.135000228881836,39.45750045776367,75.75,,138.4134979248047,15.531999588012695
2013-02-27,2.5299999713897705,26.33142852783203,116.6500015258789,18.1200008392334,88.33000183105469,26.005693435668945,36.68000030517578,45.630001068115234,71.66000366210938,27.170000076293945,39.967498779296875,76.31999969482422,,140.33506774902344,15.505999565124512
2013-02-28,2.490000009536743,26.86857032775879,117.1500015258789,17.530000686645508,88.0,25.967742919921875,37.09000015258789,44.939998626708984,70.77999877929688,27.229999542236328,39.65999984741211,76.11000061035156,,139.43434143066406,15.663999557495117
2013-03-01,2.4200000762939453,27.0528564453125,116.9000015258789,18.040000915527344,88.16999816894531,25.986717224121094,36.959999084472656,43.560001373291016,71.73999786376953,27.40999984741211,39.52000045776367,76.69999694824219,,139.25418090820312,15.390000343322754
2013-03-04,2.4000000953674316,25.887142181396484,117.48999786376953,18.200000762939453,87.0999984741211,26.271347045898438,36.650001525878906,42.599998474121094,73.26000213623047,27.364999771118164,39.875,77.19999694824219,,139.73458862304688,15.64799976348877
2013-03-05,2.430000066757202,25.961429595947266,117.93000030517578,18.510000228881836,87.80999755859375,26.631879806518555,36.939998626708984,43.13999938964844,73.72000122070312,27.450000762939453,40.0724983215332,77.66000366210938,,141.65615844726562,15.65999984741211
2013-03-06,2.430000066757202,26.134286880493164,118.47000122070312,18.6200008392334,88.36000061035156,26.679317474365234,36.90999984741211,43.77000045776367,73.37999725341797,27.649999618530273,40.26499938964844,77.38999938964844,,142.1365509033203,15.744000434875488
2013-03-07,2.549999952316284,25.937143325805664,118.55999755859375,18.709999084472656,88.79000091552734,26.821632385253906,37.040000915527344,43.619998931884766,73.31999969482422,27.610000610351562,40.127498626708984,77.75,,142.19659423828125,15.819999694824219
2013-03-08,2.559999942779541,26.385713577270508,118.56999969482422,18.579999923706055,89.98999786376953,26.745731353759766,37.25,44.15999984741211,73.02999877929688,27.344999313354492,40.16749954223633,78.19000244140625,,142.73704528808594,15.765999794006348
2013-03-11,2.5899999141693115,25.7785701751709,118.7300033569336,19.1299991607666,90.54000091552734,26.802656173706055,37.790000915527344,44.66999816894531,72.9800033569336,27.264999389648438,40.29499816894531,78.44000244140625,,141.8363037109375,15.680000305175781
2013-03-12,2.609999895095825,26.015714645385742,118.25,19.25,90.37000274658203,26.5085391998291,38.02000045776367,44.790000915527344,73.5999984741211,26.7450008392334,39.95000076293945,78.55999755859375,,140.5752716064453,15.666000366210938
2013-03-13,2.5999999046325684,27.479999542236328,118.36000061035156,18.940000534057617,92.30000305175781,26.584440231323242,38.279998779296875,43.68000030517578,73.6500015258789,27.424999237060547,39.842498779296875,78.55000305175781,,141.0556640625,15.815999984741211
2013-03-14,2.630000114440918,26.90999984741211,120.0,19.34000015258789,92.54000091552734,26.669828414916992,38.45000076293945,45.029998779296875,73.22000122070312,27.344999313354492,40.165000915527344,79.0999984741211,,142.25665283203125,16.48200035095215
2013-03-15,2.5999999046325684,26.407142639160156,119.68000030517578,18.8799991607666,92.73999786376953,26.584440231323242,37.91999816894531,44.43000030517578,72.5,27.389999389648438,39.63750076293945,79.19000244140625,,140.7554168701172,16.43000030517578
2013-03-18,2.6500000953674316,26.51285743713379,119.12999725341797,18.709999084472656,92.36000061035156,26.603416442871094,37.779998779296875,42.869998931884766,72.25,27.079999923706055,39.51750183105469,78.80999755859375,,139.61448669433594,16.554000854492188
2013-03-19,2.6700000762939453,25.90999984741211,119.45999908447266,17.149999618530273,92.87000274658203,26.55597686767578,38.27000045776367,41.52000045776367,72.44999694824219,26.915000915527344,39.0,78.86000061035156,,140.0348358154297,16.790000915527344
2013-03-20,2.75,26.149999618530273,120.3499984741211,17.34000015258789,92.23999786376953,26.840606689453125,38.560001373291016,41.72999954223633,72.98999786376953,27.415000915527344,39.83250045776367,79.44999694824219,,140.87551879882812,17.15999984741211
2013-03-21,2.640000104904175,25.998571395874023,120.33999633789062,17.700000762939453,91.68000030517578,26.669828414916992,38.560001373291016,41.130001068115234,73.12999725341797,26.799999237060547,39.45000076293945,79.01000213623047,,139.85467529296875,16.83799934387207
2013-03-22,2.5399999618530273,25.899999618530273,121.18000030517578,17.969999313354492,92.26000213623047,26.925996780395508,39.310001373291016,40.650001525878906,74.27999877929688,29.764999389648438,40.022499084472656,79.73999786376953,,140.33506774902344,16.753999710083008
2013-03-25,2.509999990463257,25.8271427154541,120.18000030517578,17.559999465942383,92.30999755859375,26.717267990112305,39.400001525878906,40.11000061035156,74.8499984741211,29.780000686645508,41.0,79.68000030517578,,139.55442810058594,16.965999603271484
2013-03-26,2.5399999618530273,27.229999542236328,120.9800033569336,17.770000457763672,93.69999694824219,27.13472557067871,40.189998626708984,40.11000061035156,74.7699966430664,29.735000610351562,41.8650016784668,80.8499984741211,,138.83384704589844,16.756000518798828
2013-03-27,2.549999952316284,27.177143096923828,120.19000244140625,17.790000915527344,94.47000122070312,27.17267608642578,40.43000030517578,39.38999938964844,74.77999877929688,29.225000381469727,42.165000915527344,81.2699966430664,,138.7137451171875,16.812000274658203
2013-03-28,2.549999952316284,27.040000915527344,118.81999969482422,17.700000762939453,96.5199966430664,27.381404876708984,40.630001068115234,39.09000015258789,74.83000183105469,29.5049991607666,42.459999084472656,81.52999877929688,,138.83384704589844,17.214000701904297
2013-04-01,2.440000057220459,26.06142807006836,119.61000061035156,17.920000076293945,95.0,27.362428665161133,40.720001220703125,38.34000015258789,75.43000030517578,29.1299991607666,41.837501525878906,81.93000030517578,,138.59364318847656,17.29800033569336
2013-04-02,2.390000104904175,25.24142837524414,119.0,17.549999237060547,95.01000213623047,27.73244857788086,39.86000061035156,36.779998779296875,76.0199966430664,29.450000762939453,41.98749923706055,82.69000244140625,,140.15492248535156,17.176000595092773
